doc_key,no_error,decision_type,detailed_error_type,mention_ind,entity_ind,entity_len,category,type,antecedent_ind,antecedent_dist,antecedent_dist_ent,antecedent_category,mapped_antecedent_ind,mapped_antecedent_dist,mapped_antecedent_dist_ent,mapped_antecedent_category,mapped_antecedent_type,cluster_pron-pron-comp,cluster_pron-pron-no-comp,cluster_pron-ent,cluster_match,cluster_contain,cluster_other,mapped_cluster_pron-pron-comp,mapped_cluster_pron-pron-no-comp,mapped_cluster_pron-ent,mapped_cluster_match,mapped_cluster_contain,mapped_cluster_other,cluster_size,cluster_errors,mapped_cluster_type,mapped_cluster_size,mapped_cluster_errors,cluster_props,cluster_prons,cluster_noms,mapped_cluster_props,mapped_cluster_prons,mapped_cluster_noms,entity_score,wrong_score,wrong_mean_score,num_wrong_inst,entropy,prob,mention_str,cluster_str,cluster_final_size,mapped_cluster_str,mapped_cluster_final_size,prob_str
208_daisy_miller_a_study_brat_0,1,c,,194,49,59,PRON,PER,192.0,1.0,1.0,NOM,,,,,,0.15384615384615385,0.6923076923076923,0.15384615384615385,0.0,0.0,0.0,,,,,,,39.0,0.0,,,,0.0,0.8461538461538461,0.15384615384615385,,,,6.709249496459961,,,,0.5078888305141968,0.9274372458457947,you,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_7
me_3
you_4
This little boy_1
him_1
your_2
I_6
My_1
his young interlocutor_1
the child_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,o,,195,59,59,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6908170233121522,0.8987032175064087,one of the best,,,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,196,31,60,PROP,PER,193.0,2.0,2.0,PRON,,,,,,0.0,0.0,0.8363636363636363,0.12727272727272726,0.0,0.03636363636363636,,,,,,,55.0,0.0,,,,0.12727272727272726,0.8363636363636363,0.03636363636363636,,,,6.319575309753418,,,,0.7333997024266428,0.8999592065811157,Winterbourne,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_7
you_1
I_2
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,197,31,60,PRON,PER,196.0,0.0,0.0,PROP,,,,,,0.017857142857142856,0.8035714285714286,0.17857142857142858,0.0,0.0,0.0,,,,,,,56.0,0.0,,,,0.14285714285714285,0.8214285714285714,0.03571428571428571,,,,4.331053733825684,,,,0.979004215000934,0.8572900295257568,you,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_8
you_1
I_2
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,o,,198,60,60,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5425757426556003,0.9289948344230652,an American man,,,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,199,49,61,NOM,PER,194.0,4.0,3.0,PRON,,,,,,0.0,0.0,0.85,0.0,0.0,0.15,,,,,,,40.0,0.0,,,,0.0,0.85,0.15,,,,6.0305609703063965,,,,0.515250069362429,0.9291347861289978,this vivacious infant,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_7
me_3
you_5
This little boy_1
him_1
your_2
I_6
My_1
his young interlocutor_1
the child_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,200,31,61,PROP,PER,197.0,2.0,2.0,PRON,,,,,,0.0,0.0,0.8245614035087719,0.14035087719298245,0.0,0.03508771929824561,,,,,,,57.0,0.0,,,,0.14035087719298245,0.8245614035087719,0.03508771929824561,,,,5.712578773498535,,,,0.742989495013865,0.898587703704834,Winterbourne,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_8
you_2
I_2
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,o,,201,61,61,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1614391588609596,0.824909508228302,American men,,,,,0.8
208_daisy_miller_a_study_brat_0,0,c,c_c,202,49,62,PRON,PER,199.0,2.0,2.0,NOM,200.0,1.0,1.0,PROP,PER,0.4146341463414634,0.4146341463414634,0.17073170731707318,0.0,0.0,0.0,0.7413793103448276,0.06896551724137931,0.1896551724137931,0.0,0.0,0.0,41.0,0.0,PER,58.0,0.0,0.0,0.8292682926829268,0.17073170731707318,0.15517241379310345,0.8103448275862069,0.034482758620689655,3.237865686416626,5.699334144592285,5.699333906173706,1.0,0.9685967797062076,0.831247091293335,he,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_7
me_3
you_5
This little boy_1
him_1
your_2
I_6
My_1
his young interlocutor_1
the child_1
this vivacious infant_1
",74.0,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_9
you_2
I_2
",91.0,0.8
208_daisy_miller_a_study_brat_0,0,c,c_c,203,49,62,PRON,PER,202.0,0.0,0.0,PRON,200.0,2.0,2.0,PROP,PER,0.42857142857142855,0.40476190476190477,0.16666666666666666,0.0,0.0,0.0,0.7413793103448276,0.06896551724137931,0.1896551724137931,0.0,0.0,0.0,42.0,1.0,PER,58.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.15517241379310345,0.8103448275862069,0.034482758620689655,-0.13936597108840942,5.3402791023254395,2.6701394617557526,2.0,0.7575716459167712,0.8962162137031555,His,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_8
me_3
you_5
This little boy_1
him_1
your_2
I_6
My_1
his young interlocutor_1
the child_1
this vivacious infant_1
",74.0,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_9
you_2
I_2
",91.0,0.9
208_daisy_miller_a_study_brat_0,0,c,c_c,204,31,62,NOM,PER,200.0,3.0,2.0,PROP,203.0,0.0,0.0,PRON,PER,0.0,0.0,0.8103448275862069,0.0,0.0,0.1896551724137931,0.0,0.0,0.8372093023255814,0.0,0.0,0.16279069767441862,58.0,0.0,PER,43.0,2.0,0.15517241379310345,0.8103448275862069,0.034482758620689655,0.0,0.8372093023255814,0.16279069767441862,2.6371757984161377,4.940850734710693,4.9408509731292725,1.0,1.1226043945414366,0.799845814704895,His companion,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_9
you_2
I_2
",91.0,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_8
me_3
you_5
This little boy_1
him_1
your_2
I_6
My_1
his young interlocutor_1
the child_1
this vivacious infant_1
His_1
",74.0,0.8
208_daisy_miller_a_study_brat_0,0,c,c_c,205,49,62,PRON,PER,203.0,1.0,1.0,PRON,204.0,0.0,0.0,NOM,PER,0.4418604651162791,0.3953488372093023,0.16279069767441862,0.0,0.0,0.0,0.7288135593220338,0.06779661016949153,0.2033898305084746,0.0,0.0,0.0,43.0,2.0,PER,59.0,1.0,0.0,0.8372093023255814,0.16279069767441862,0.15254237288135594,0.7966101694915254,0.05084745762711865,0.47652608156204224,5.2577619552612305,5.257762134075165,1.0,0.783889130219413,0.8911648988723755,him,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_8
me_3
you_5
This little boy_1
him_1
your_2
I_6
My_1
his young interlocutor_1
the child_1
this vivacious infant_1
His_1
",74.0,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_9
you_2
I_2
His companion_1
",91.0,0.9
208_daisy_miller_a_study_brat_0,1,c,,206,49,62,NOM,PER,205.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.8409090909090909,0.022727272727272728,0.022727272727272728,0.11363636363636363,,,,,,,44.0,3.0,,,,0.0,0.8409090909090909,0.1590909090909091,,,,3.8261168003082275,,,,0.732734567215247,0.8935204148292542,the child,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_8
me_3
you_5
This little boy_1
him_2
your_2
I_6
My_1
his young interlocutor_1
the child_1
this vivacious infant_1
His_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,207,49,62,PRON,PER,206.0,0.0,0.0,NOM,,,,,,0.4444444444444444,0.37777777777777777,0.17777777777777778,0.0,0.0,0.0,,,,,,,45.0,3.0,,,,0.0,0.8222222222222222,0.17777777777777778,,,,5.892985820770264,,,,0.5969927091991978,0.9177738428115845,his,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_6
He_3
he_8
me_3
you_5
This little boy_1
him_2
your_2
I_6
My_1
his young interlocutor_1
the child_2
this vivacious infant_1
His_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,208,49,62,PRON,PER,207.0,0.0,0.0,PRON,,,,,,0.45652173913043476,0.3695652173913043,0.17391304347826086,0.0,0.0,0.0,,,,,,,46.0,3.0,,,,0.0,0.8260869565217391,0.17391304347826086,,,,5.8788042068481445,,,,0.6003632711131296,0.9172527194023132,him,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_8
me_3
you_5
This little boy_1
him_2
your_2
I_6
My_1
his young interlocutor_1
the child_2
this vivacious infant_1
His_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,209,49,62,PRON,PER,208.0,0.0,0.0,PRON,,,,,,0.46808510638297873,0.3617021276595745,0.1702127659574468,0.0,0.0,0.0,,,,,,,47.0,3.0,,,,0.0,0.8297872340425532,0.1702127659574468,,,,6.0233588218688965,,,,0.5782318722468114,0.9213588237762451,he,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_8
me_3
you_5
This little boy_1
him_3
your_2
I_6
My_1
his young interlocutor_1
the child_2
this vivacious infant_1
His_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,210,31,62,PROP,PER,204.0,5.0,1.0,NOM,,,,,,0.0,0.0,0.7966101694915254,0.15254237288135594,0.0,0.05084745762711865,,,,,,,59.0,1.0,,,,0.15254237288135594,0.7966101694915254,0.05084745762711865,,,,5.806780815124512,,,,0.6597916121571288,0.9118546843528748,Winterbourne,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_9
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,211,31,62,PRON,PER,210.0,0.0,0.0,PROP,,,,,,0.7166666666666667,0.06666666666666667,0.21666666666666667,0.0,0.0,0.0,,,,,,,60.0,1.0,,,,0.16666666666666666,0.7833333333333333,0.05,,,,4.7948455810546875,,,,0.883071657942277,0.8753865957260132,he,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_16
himself_1
Winterbourne_10
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,212,31,62,PRON,PER,211.0,0.0,0.0,PRON,,,,,,0.7213114754098361,0.06557377049180328,0.21311475409836064,0.0,0.0,0.0,,,,,,,61.0,1.0,,,,0.16393442622950818,0.7868852459016393,0.04918032786885246,,,,4.121326446533203,,,,1.3436713105386038,0.7939457893371582,himself,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_17
himself_1
Winterbourne_10
you_2
I_2
His companion_1
",91.0,,,0.8
208_daisy_miller_a_study_brat_0,1,c,,213,31,62,PRON,PER,212.0,0.0,0.0,PRON,,,,,,0.7258064516129032,0.06451612903225806,0.20967741935483872,0.0,0.0,0.0,,,,,,,62.0,1.0,,,,0.16129032258064516,0.7903225806451613,0.04838709677419355,,,,5.36119270324707,,,,0.8955893129520133,0.8740103244781494,his,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_14
he_17
himself_2
Winterbourne_10
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,214,31,62,PRON,PER,213.0,0.0,0.0,PRON,,,,,,0.7301587301587301,0.06349206349206349,0.20634920634920634,0.0,0.0,0.0,,,,,,,63.0,1.0,,,,0.15873015873015872,0.7936507936507936,0.047619047619047616,,,,5.377467632293701,,,,0.9261616077590779,0.8689782023429871,he,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_15
he_17
himself_2
Winterbourne_10
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,0,c,c_o,215,54,62,PROP,GPE,172.0,42.0,11.0,NOM,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,-1.883544921875,0.0,0.0,1.0,1.5181476521074126,0.7087437510490417,Europe,"this old Europe_1
",2.0,,,0.7
208_daisy_miller_a_study_brat_0,1,c,,216,49,62,PRON,PER,209.0,6.0,2.0,PRON,,,,,,0.20833333333333334,0.625,0.16666666666666666,0.0,0.0,0.0,,,,,,,48.0,3.0,,,,0.0,0.8333333333333334,0.16666666666666666,,,,5.820996284484863,,,,0.6229146572679942,0.9168874621391296,my,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_9
me_3
you_5
This little boy_1
him_3
your_2
I_6
My_1
his young interlocutor_1
the child_2
this vivacious infant_1
His_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,o,,217,62,62,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.408147333603955,0.47948119044303894,my sister,,,,,0.5
208_daisy_miller_a_study_brat_0,1,c,,218,49,63,NOM,PER,216.0,1.0,1.0,PRON,,,,,,0.0,0.0,0.8367346938775511,0.04081632653061224,0.02040816326530612,0.10204081632653061,,,,,,,49.0,3.0,,,,0.0,0.8367346938775511,0.16326530612244897,,,,6.774563312530518,,,,0.6983436727400912,0.9048389196395874,the child,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_9
me_3
you_5
This little boy_1
him_3
your_2
I_6
My_1
his young interlocutor_1
the child_2
this vivacious infant_1
His_1
my_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,219,62,63,PRON,PER,217.0,1.0,1.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,5.939749717712402,,,,0.5602233466112629,0.9205123782157898,She,"my sister_1
",25.0,,,0.9
208_daisy_miller_a_study_brat_0,0,o,o_c,220,63,63,NOM,PER,,,,,219.0,0.0,0.0,PRON,PER,,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,,,PER,2.0,0.0,,,,0.0,0.5,0.5,,0.027765002101659775,0.027765002101659775,1.0,1.3044500670253327,0.45951953530311584,American girl,,,"my sister_1
She_1
",25.0,0.5
208_daisy_miller_a_study_brat_0,1,c,,221,31,64,PROP,PER,214.0,6.0,4.0,PRON,,,,,,0.0,0.0,0.796875,0.15625,0.0,0.046875,,,,,,,64.0,1.0,,,,0.15625,0.796875,0.046875,,,,6.327226638793945,,,,0.6264266882713386,0.9175031185150146,Winterbourne,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_15
he_18
himself_2
Winterbourne_10
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,222,62,64,NOM,PER,219.0,2.0,2.0,PRON,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,,,,,,,2.0,0.0,,,,0.0,0.5,0.5,,,,2.9994728565216064,,,,0.7546843188814609,0.8659703731536865,a beautiful young lady,"my sister_1
She_1
",25.0,,,0.9
208_daisy_miller_a_study_brat_0,1,o,,223,64,64,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8168608685235841,0.8831706047058105,American girls,,,,,0.9
208_daisy_miller_a_study_brat_0,1,o,,224,65,65,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6210126226442901,0.9173634648323059,the best girls,,,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,225,31,66,PRON,PER,221.0,3.0,3.0,PROP,,,,,,0.7230769230769231,0.06153846153846154,0.2153846153846154,0.0,0.0,0.0,,,,,,,65.0,1.0,,,,0.16923076923076924,0.7846153846153846,0.046153846153846156,,,,5.779126167297363,,,,0.799354266248744,0.8908739686012268,he,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_15
he_18
himself_2
Winterbourne_11
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,226,31,66,PRON,PER,225.0,0.0,0.0,PRON,,,,,,0.7272727272727273,0.06060606060606061,0.21212121212121213,0.0,0.0,0.0,,,,,,,66.0,1.0,,,,0.16666666666666666,0.7878787878787878,0.045454545454545456,,,,5.425738334655762,,,,0.8362368992079949,0.8850053548812866,his,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_15
he_19
himself_2
Winterbourne_11
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,227,49,66,NOM,PER,218.0,8.0,5.0,NOM,,,,,,0.0,0.0,0.82,0.0,0.0,0.18,,,,,,,50.0,3.0,,,,0.0,0.82,0.18,,,,5.2593092918396,,,,0.886748428157932,0.8705050349235535,his young companion,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_9
me_3
you_5
This little boy_1
him_3
your_2
I_6
My_1
his young interlocutor_1
the child_3
this vivacious infant_1
His_1
my_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,228,49,66,PRON,PER,227.0,0.0,0.0,NOM,,,,,,0.21568627450980393,0.5882352941176471,0.19607843137254902,0.0,0.0,0.0,,,,,,,51.0,3.0,,,,0.0,0.803921568627451,0.19607843137254902,,,,5.911673545837402,,,,0.9984420269029771,0.8571786880493164,My,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_9
me_3
you_5
This little boy_1
him_3
your_2
I_6
My_1
his young interlocutor_1
the child_3
this vivacious infant_1
His_1
my_1
his young companion_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,229,62,66,NOM,PER,222.0,6.0,4.0,NOM,,,,,,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,,,,,,,3.0,0.0,,,,0.0,0.3333333333333333,0.6666666666666666,,,,5.866969108581543,,,,0.9985296048349896,0.8462485671043396,My sister,"my sister_1
She_1
a beautiful young lady_1
",25.0,,,0.8
208_daisy_miller_a_study_brat_0,1,c,,230,49,66,NOM,PER,228.0,1.0,1.0,PRON,,,,,,0.0,0.0,0.8076923076923077,0.057692307692307696,0.019230769230769232,0.11538461538461539,,,,,,,52.0,3.0,,,,0.0,0.8076923076923077,0.19230769230769232,,,,6.692374229431152,,,,0.9379894834058516,0.8669052720069885,the child,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_9
me_3
you_5
This little boy_1
him_3
your_2
I_6
My_2
his young interlocutor_1
the child_3
this vivacious infant_1
His_1
my_1
his young companion_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,231,62,66,PRON,PER,229.0,1.0,1.0,NOM,,,,,,0.25,0.0,0.75,0.0,0.0,0.0,,,,,,,4.0,0.0,,,,0.0,0.25,0.75,,,,6.342823505401611,,,,0.802705701231064,0.8831487894058228,She,"my sister_1
She_1
a beautiful young lady_1
My sister_1
",25.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,232,49,66,PRON,PER,230.0,1.0,1.0,NOM,,,,,,0.22641509433962265,0.5660377358490566,0.20754716981132076,0.0,0.0,0.0,,,,,,,53.0,3.0,,,,0.0,0.7924528301886793,0.20754716981132076,,,,6.221343040466309,,,,0.7949496218249416,0.8869748115539551,me,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_9
me_3
you_5
This little boy_1
him_3
your_2
I_6
My_2
his young interlocutor_1
the child_4
this vivacious infant_1
His_1
my_1
his young companion_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,233,31,66,PRON,PER,226.0,6.0,2.0,PRON,,,,,,0.029850746268656716,0.7611940298507462,0.208955223880597,0.0,0.0,0.0,,,,,,,67.0,1.0,,,,0.16417910447761194,0.7910447761194029,0.04477611940298507,,,,5.584834575653076,,,,0.9717087336819743,0.862952709197998,I,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_16
he_19
himself_2
Winterbourne_11
you_2
I_2
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,234,49,66,PRON,PER,232.0,1.0,1.0,PRON,,,,,,0.12962962962962962,0.6666666666666666,0.2037037037037037,0.0,0.0,0.0,,,,,,,54.0,3.0,,,,0.0,0.7962962962962963,0.2037037037037037,,,,5.431963920593262,,,,0.6684705535078735,0.9093046188354492,your,"a small boy_1
an urchin of nine or ten_1
The child , who was diminutive for his years_1
his_7
He_3
he_9
me_4
you_5
This little boy_1
him_3
your_2
I_6
My_2
his young interlocutor_1
the child_4
this vivacious infant_1
His_1
my_1
his young companion_1
",74.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,235,31,66,PROP,PER,233.0,1.0,1.0,PRON,,,,,,0.0,0.0,0.7941176470588235,0.16176470588235295,0.0,0.04411764705882353,,,,,,,68.0,1.0,,,,0.16176470588235295,0.7941176470588235,0.04411764705882353,,,,6.435170650482178,,,,0.7131855944782854,0.9045620560646057,Winterbourne,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_16
he_19
himself_2
Winterbourne_11
you_2
I_3
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,236,62,66,NOM,PER,231.0,4.0,2.0,PRON,,,,,,0.0,0.0,0.4,0.0,0.2,0.4,,,,,,,5.0,0.0,,,,0.0,0.4,0.6,,,,5.3848700523376465,,,,1.5726366869804416,0.7379661798477173,The young lady,"my sister_1
She_2
a beautiful young lady_1
My sister_1
",25.0,,,0.7
208_daisy_miller_a_study_brat_0,1,c,,237,62,66,PRON,PER,236.0,0.0,0.0,NOM,,,,,,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,,,,,,,6.0,0.0,,,,0.0,0.3333333333333333,0.6666666666666666,,,,5.383693695068359,,,,1.300897834767512,0.8018656373023987,She,"my sister_1
She_2
a beautiful young lady_1
My sister_1
The young lady_1
",25.0,,,0.8
208_daisy_miller_a_study_brat_0,1,c,,238,62,66,PRON,PER,237.0,0.0,0.0,PRON,,,,,,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,,,,,,,7.0,0.0,,,,0.0,0.42857142857142855,0.5714285714285714,,,,5.49923849105835,,,,1.22658763433994,0.8172131776809692,She,"my sister_1
She_3
a beautiful young lady_1
My sister_1
The young lady_1
",25.0,,,0.8
208_daisy_miller_a_study_brat_0,1,c,,239,62,66,PRON,PER,238.0,0.0,0.0,PRON,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,8.0,0.0,,,,0.0,0.5,0.5,,,,5.544460296630859,,,,1.2488479740779375,0.8139956593513489,she,"my sister_1
She_4
a beautiful young lady_1
My sister_1
The young lady_1
",25.0,,,0.8
208_daisy_miller_a_study_brat_0,1,c,,240,62,66,PRON,PER,239.0,0.0,0.0,PRON,,,,,,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,,,,,,,9.0,0.0,,,,0.0,0.5555555555555556,0.4444444444444444,,,,5.623652935028076,,,,1.0838367787144265,0.8424515128135681,her,"my sister_1
She_4
a beautiful young lady_1
My sister_1
The young lady_1
she_1
",25.0,,,0.8
208_daisy_miller_a_study_brat_0,1,c,,241,62,66,PRON,PER,240.0,0.0,0.0,PRON,,,,,,0.6,0.0,0.4,0.0,0.0,0.0,,,,,,,10.0,0.0,,,,0.0,0.6,0.4,,,,5.8029465675354,,,,1.0241052221705478,0.8531807661056519,she,"my sister_1
She_4
a beautiful young lady_1
My sister_1
The young lady_1
she_1
her_1
",25.0,,,0.9
208_daisy_miller_a_study_brat_0,0,c,c_o,242,64,66,PRON,PER,223.0,18.0,4.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,-6.142996788024902,0.0,-2.9392757415771484,2.0,0.5400877708499805,0.930301308631897,they,"American girls_1
",2.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,243,31,66,PROP,PER,235.0,7.0,2.0,PROP,,,,,,0.0,0.0,0.782608695652174,0.17391304347826086,0.0,0.043478260869565216,,,,,,,69.0,1.0,,,,0.17391304347826086,0.782608695652174,0.043478260869565216,,,,6.468716144561768,,,,0.5969882059875049,0.9222891330718994,Winterbourne,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_16
he_19
himself_2
Winterbourne_12
you_2
I_3
His companion_1
",91.0,,,0.9
208_daisy_miller_a_study_brat_0,1,c,,244,31,66,PRON,PER,243.0,0.0,0.0,PROP,,,,,,0.7,0.07142857142857142,0.22857142857142856,0.0,0.0,0.0,,,,,,,70.0,1.0,,,,0.18571428571428572,0.7714285714285715,0.04285714285714286,,,,6.02689266204834,,,,0.6973034259947566,0.9069617390632629,himself,"a young American , who , two or three years ago , sat in the garden of the “ Trois Couronnes , ” looking about him , rather idly , at some of the graceful objects I have mentioned_1
him_9
the young American_1
He_3
his_16
he_19
himself_2
Winterbourne_13
you_2
I_3
His companion_1
",91.0,,,0.9
